,names,links,product_ids,images,lowPrice,highPrice,price,bestRating,worstRating,ratingCount,ratingValue
84,ZANZEA Women Plus Size Loose Solid Basic Sleeveless Loose Tank,https://shopee.com.my/ZANZEA-Women-Plus-Size-Loose-Solid-Basic-Sleeveless-Loose-Tank-i.26973388.2124130039,2124130039,https://cf.shopee.com.my/file/3ae90bffc021d16b20840b2e81f37d9f,,,22.00,5.0,1.0,411,4.92
85,ZANZEA Women Button-Front Long Sleeve Embroidery Irregularity Hem Blouse,https://shopee.com.my/ZANZEA-Women-Button-Front-Long-Sleeve-Embroidery-Irregularity-Hem-Blouse-i.26973388.5843398847,5843398847,https://cf.shopee.com.my/file/ae07fe82e28450d0ce9193e15cf8d976,,,38.00,5.0,1.0,150,4.98
86,ZANZEA Women Long Sleeve Asymmetrical Button Down Front Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Asymmetrical-Button-Down-Front-Blouse-i.26973388.7116410163,7116410163,https://cf.shopee.com.my/file/6b1af819023e201e47e106e4b0cfea23,,,33.59,5.0,1.0,364,4.92
87,ZANZEA Womens Puff Sleeve V Neck Lace-up Plus Size Loose Blouse,https://shopee.com.my/ZANZEA-Womens-Puff-Sleeve-V-Neck-Lace-up-Plus-Size-Loose-Blouse-i.26973388.2626100856,2626100856,https://cf.shopee.com.my/file/95152772bdfcaadcc58e2071656b5fdf,,,30.50,5.0,1.0,399,4.91
88,ZANZEA Womens 3/4 Sleeve Casual Loose Cotton Linen Blouse,https://shopee.com.my/ZANZEA-Womens-3-4-Sleeve-Casual-Loose-Cotton-Linen-Blouse-i.26973388.6414033304,6414033304,https://cf.shopee.com.my/file/adc6a4a58e44be68ba360078a2acb706,,,31.50,5.0,1.0,358,4.91
89,ZANZEA Women Long Sleeve Polka Dot Casual Loose Maxi Dresses,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Polka-Dot-Casual-Loose-Maxi-Dresses-i.26973388.2455504743,2455504743,https://cf.shopee.com.my/file/b3c5941dd46b0fbc9683ccf0ca13c485,,,38.90,5.0,1.0,386,4.91
90,ZANZEA Women Long Sleeve Pleated Hem Patchwork Plain Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Pleated-Hem-Patchwork-Plain-Blouse-i.26973388.7813617329,7813617329,https://cf.shopee.com.my/file/b03c033b6934bb70b06fc3bc51db7616,,,29.00,5.0,1.0,435,4.91
91,ZANZEA Women Casual Loose Buttons Ruffled Plaid Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Loose-Buttons-Ruffled-Plaid-Plus-Size-Blouse-i.26973388.2721049421,2721049421,https://cf.shopee.com.my/file/692d672a47f057010774adaabf12fb88,,,30.00,5.0,1.0,452,4.90
92,ZANZEA Women Check Plaid Long Sleeve Plus Size Buttons Blouse,https://shopee.com.my/ZANZEA-Women-Check-Plaid-Long-Sleeve-Plus-Size-Buttons-Blouse-i.26973388.2333147929,2333147929,https://cf.shopee.com.my/file/258326753500a030be6fe146821afa8f,,,36.00,5.0,1.0,724,4.89
93,ZANZEA Women Long Sleeve Collared V Neck Irregular Hem Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Collared-V-Neck-Irregular-Hem-Blouse-i.26973388.7519061936,7519061936,https://cf.shopee.com.my/file/8bfcd7d387b908f870044939c31fcf04,,,28.00,5.0,1.0,745,4.88
94,ZANZEA Women's Plus Size Summer Casual V-Neck Cotton Loose Blouse,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Summer-Casual-V-Neck-Cotton-Loose-Blouse-i.26973388.2192536709,2192536709,https://cf.shopee.com.my/file/6a8e110fd2b7cdfcc018685856eaf871,,,24.50,5.0,1.0,708,4.89
95,ZANZEA Women Summer Plus size Loose Short Sleeve Casual Blouse,https://shopee.com.my/ZANZEA-Women-Summer-Plus-size-Loose-Short-Sleeve-Casual-Blouse-i.26973388.2017432533,2017432533,https://cf.shopee.com.my/file/dc02e728ee32ff6f95ed8cdafc1b5884,,,23.30,5.0,1.0,739,4.89
96,ZANZEA Women's Plus Size Vintage Plain A-Line Button Down Dress,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Vintage-Plain-A-Line-Button-Down-Dress-i.26973388.1579993971,1579993971,https://cf.shopee.com.my/file/77891f65337a8b685b01ccf655171fcc,,,38.00,5.0,1.0,474,4.90
97,ZANZEA Women Casual Long Sleeve Collared Plaid Buttons Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Long-Sleeve-Collared-Plaid-Buttons-Blouse-i.26973388.6345444863,6345444863,https://cf.shopee.com.my/file/f66a9b1b46e67b0d3c2688b92869dae6,,,32.00,5.0,1.0,169,4.96
98,ZANZEA Womens Baggy Harem Casual Elastic Vintage Long Pants,https://shopee.com.my/ZANZEA-Womens-Baggy-Harem-Casual-Elastic-Vintage-Long-Pants-i.26973388.1165041315,1165041315,https://cf.shopee.com.my/file/2a10524bcc43aec18381831c09a3d689,,,30.67,5.0,1.0,726,4.90
99,ZANZEA Women Casual Long Sleeve Vintage Printed Long Muslim Dress,https://shopee.com.my/ZANZEA-Women-Casual-Long-Sleeve-Vintage-Printed-Long-Muslim-Dress-i.26973388.5846259242,5846259242,https://cf.shopee.com.my/file/57be40d87f7df52621b085c1ca57341e,,,42.50,5.0,1.0,206,4.94
100,ZANZEA Women Plus size Long Sleeve Baggy Loose Maxi Dress,https://shopee.com.my/ZANZEA-Women-Plus-size-Long-Sleeve-Baggy-Loose-Maxi-Dress-i.26973388.1510699857,1510699857,https://cf.shopee.com.my/file/21b88464be47056cde79c5e7b81c3bec,,,42.50,5.0,1.0,342,4.90
101,ZANZEA Women Casual Embroidered Printed Cotton Linen Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Embroidered-Printed-Cotton-Linen-Blouse-i.26973388.6019011339,6019011339,https://cf.shopee.com.my/file/77ad058a940d911c3d768a13d5a3c105,,,35.00,5.0,1.0,398,4.90
102,ZANZEA Women Long Sleeve Striped Linen Loose Button Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Striped-Linen-Loose-Button-Blouse-i.26973388.6419841246,6419841246,https://cf.shopee.com.my/file/188e8b0c828ef2c1b213711c36722444,,,30.00,5.0,1.0,217,4.94
103,ZANZEA Women Long Sleeve Casual Cotton Full Length Long Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Casual-Cotton-Full-Length-Long-Dress-i.26973388.2880389137,2880389137,https://cf.shopee.com.my/file/51e55657265a9725a0a106bf1da2e86e,,,43.21,5.0,1.0,242,4.92
104,ZANZEA Women Casual Long Sleeve Striped Flare Fishtail Maxi Dress,https://shopee.com.my/ZANZEA-Women-Casual-Long-Sleeve-Striped-Flare-Fishtail-Maxi-Dress-i.26973388.5534488425,5534488425,https://cf.shopee.com.my/file/831b5cab29ca50d9d53f715c6961e584,,,38.49,5.0,1.0,343,4.89
105,ZANZEA Women Casual Printed Ruffles Hem Vintage Muslim Maxi Dress,https://shopee.com.my/ZANZEA-Women-Casual-Printed-Ruffles-Hem-Vintage-Muslim-Maxi-Dress-i.26973388.6844923079,6844923079,https://cf.shopee.com.my/file/31884190ce6dcfbc5e830b4ab542076b,,,43.50,5.0,1.0,215,4.92
106,ZANZEA Women Plaid Casual Button Down Plus Size Loose Blouse,https://shopee.com.my/ZANZEA-Women-Plaid-Casual-Button-Down-Plus-Size-Loose-Blouse-i.26973388.2132723645,2132723645,https://cf.shopee.com.my/file/d1e5a341596ee490faaa13a09b7fd31f,,,36.00,5.0,1.0,346,4.92
107,ZANZAEA Women Button Up Casual 3/4 Sleeve Flounce Hem Maxi Dress,https://shopee.com.my/ZANZAEA-Women-Button-Up-Casual-3-4-Sleeve-Flounce-Hem-Maxi-Dress-i.26973388.3943484701,3943484701,https://cf.shopee.com.my/file/80f7472c2ca50df8fd53b7d340e67802,,,42.00,5.0,1.0,154,4.96
108,ZANZEA Women Long Sleeve Vintage Floral Printed Casual Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Vintage-Floral-Printed-Casual-Blouse-i.26973388.4547895182,4547895182,https://cf.shopee.com.my/file/2ea987086b08541b437c5e2913a7be99,,,36.00,5.0,1.0,149,4.97
109,ZANZEA Women Button Down Front O-Neck Irregular Hem Muslim Dress,https://shopee.com.my/ZANZEA-Women-Button-Down-Front-O-Neck-Irregular-Hem-Muslim-Dress-i.26973388.5247246421,5247246421,https://cf.shopee.com.my/file/842f97c1e3a133660fa6d2b155850b46,,,38.00,5.0,1.0,195,4.91
110,ZANZEA Women Casual Plus Size Belt Tie Wide Leg Loose Pants,https://shopee.com.my/ZANZEA-Women-Casual-Plus-Size-Belt-Tie-Wide-Leg-Loose-Pants-i.26973388.2878641368,2878641368,https://cf.shopee.com.my/file/c8cd792f522cd8aae63c93b0f8bfd7e8,,,31.00,5.0,1.0,887,4.85
111,ZANZEA Women Loose Elastic Waist Button Solid Color Maxi Skirts,https://shopee.com.my/ZANZEA-Women-Loose-Elastic-Waist-Button-Solid-Color-Maxi-Skirts-i.26973388.7431743919,7431743919,https://cf.shopee.com.my/file/6109e70ca82e32fc47751096a3d38aa4,,,32.00,5.0,1.0,102,4.99
112,ZANZEA Women Long Sleeve Plaid  Casual Loose Lapel Turn Down Collar Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Plaid-Casual-Loose-Lapel-Turn-Down-Collar-Blouse-i.26973388.3240932324,3240932324,https://cf.shopee.com.my/file/fb9c3179831087585844dca4ecbcb77d,,,30.30,5.0,1.0,158,4.94
113,ZANZEA Women Strappy Plaid Summer Holiday Plus Size Long Dress,https://shopee.com.my/ZANZEA-Women-Strappy-Plaid-Summer-Holiday-Plus-Size-Long-Dress-i.26973388.2359052168,2359052168,https://cf.shopee.com.my/file/576cfdca0c5365ef97280f0e082377ff,,,28.22,5.0,1.0,196,4.93
114,ZANZEA Womens Oversized Sleeveless Suspender Casual Loose Dress,https://shopee.com.my/ZANZEA-Womens-Oversized-Sleeveless-Suspender-Casual-Loose-Dress-i.26973388.1799949339,1799949339,https://cf.shopee.com.my/file/1feff0912d09ff49efc3059013495ada,,,29.50,5.0,1.0,436,4.89
115,ZANZEA Women Casual Elastic High Waist Flare Swing Maxi Skirt,https://shopee.com.my/ZANZEA-Women-Casual-Elastic-High-Waist-Flare-Swing-Maxi-Skirt-i.26973388.4910553336,4910553336,https://cf.shopee.com.my/file/3d2f650f4b63f3ded0ab686374dcae95,38.10,38.11,,5.0,1.0,212,4.91
116,ZANZEA Women Long Sleeve Casual Fleece Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Casual-Fleece-Plus-Size-Maxi-Dress-i.26973388.7814376757,7814376757,https://cf.shopee.com.my/file/6175fa2da69f650eedb71c009609cde1,,,34.52,5.0,1.0,388,4.87
117,ZANZEA Women's Striped Long Sleeve V-Neck Baggy Top,https://shopee.com.my/ZANZEA-Women's-Striped-Long-Sleeve-V-Neck-Baggy-Top-i.26973388.806531562,806531562,https://cf.shopee.com.my/file/779229320915ac042e81a502a9f66172,,,26.68,5.0,1.0,442,4.90
118,ZANZEA Women's Casual Asymmetrical Lapel Blouse Plus Size,https://shopee.com.my/ZANZEA-Women's-Casual-Asymmetrical-Lapel-Blouse-Plus-Size-i.26973388.1328195066,1328195066,https://cf.shopee.com.my/file/88fc1da553eccdf8ffb2bf633467f9af,,,33.00,5.0,1.0,351,4.90
119,ZANZEA Women's Vintage Denim Plus size  Dress,https://shopee.com.my/ZANZEA-Women's-Vintage-Denim-Plus-size-Dress-i.26973388.525667067,525667067,https://cf.shopee.com.my/file/65c62727566ead9fe1bbfac11c2ed671,,,28.84,5.0,1.0,159,4.93
120,ZANZEA Women Lantern Sleeve Round Neck Casual Plain Blouse,https://shopee.com.my/ZANZEA-Women-Lantern-Sleeve-Round-Neck-Casual-Plain-Blouse-i.26973388.1346677821,1346677821,https://cf.shopee.com.my/file/5cd44256fc73b36f93e201e407a3e726,,,29.50,5.0,1.0,907,4.90
121,ZANZEA Women Casual Wide Legs Baggy Plus Size Ethnic Pants,https://shopee.com.my/ZANZEA-Women-Casual-Wide-Legs-Baggy-Plus-Size-Ethnic-Pants-i.26973388.2913566804,2913566804,https://cf.shopee.com.my/file/310fedf333fde226f67e62cf0713b096,,,33.00,5.0,1.0,748,4.86
122,ZANZEA Women Casual Drawstring Button Down Back Striped Muslim Dress,https://shopee.com.my/ZANZEA-Women-Casual-Drawstring-Button-Down-Back-Striped-Muslim-Dress-i.26973388.4343070177,4343070177,https://cf.shopee.com.my/file/b3a63d45a548c9887fecd5824224a420,,,36.00,5.0,1.0,122,4.96
123,ZANZEA Women Casual Irregular Hem Turn-Down-Collar Stripe Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Irregular-Hem-Turn-Down-Collar-Stripe-Blouse-i.26973388.3548977748,3548977748,https://cf.shopee.com.my/file/aac83b2e02ada04e323e9d30c2c7475f,,,29.50,5.0,1.0,246,4.91
124,ZANZEA Women Retro Casual Side Pockets Swing Muslim Maxi Dress,https://shopee.com.my/ZANZEA-Women-Retro-Casual-Side-Pockets-Swing-Muslim-Maxi-Dress-i.26973388.3844338564,3844338564,https://cf.shopee.com.my/file/df33f36462890e1f9303aa1d9ec9d4bd,,,46.00,5.0,1.0,177,4.93
125,ZANZEA Women Loose Casual Long Puff Sleeve V Neck Blouse,https://shopee.com.my/ZANZEA-Women-Loose-Casual-Long-Puff-Sleeve-V-Neck-Blouse-i.26973388.7431966978,7431966978,https://cf.shopee.com.my/file/62ff5d1ff194ad6c0cb3f29a5b98d582,,,28.50,5.0,1.0,176,4.92
126,ZANZEA Women Long Sleeve Plaid Printed Irregular Hem Casual Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Plaid-Printed-Irregular-Hem-Casual-Blouse-i.26973388.7548875575,7548875575,https://cf.shopee.com.my/file/b2a9c6a3cb6c4cc6122493d6dcfef785,,,33.00,5.0,1.0,124,4.97
127,ZANZEA Women Summer Check Casual Loose Sleeveless Maxi Dress,https://shopee.com.my/ZANZEA-Women-Summer-Check-Casual-Loose-Sleeveless-Maxi-Dress-i.26973388.2307652149,2307652149,https://cf.shopee.com.my/file/0f82ddad58ba685d22ab3c5f7821cb46,,,28.00,5.0,1.0,277,4.93
128,ZANZEA Women Puff Sleeve Summer Beach Casual Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Puff-Sleeve-Summer-Beach-Casual-Plus-Size-Blouse-i.26973388.2885575329,2885575329,https://cf.shopee.com.my/file/49dfd6375a71404a8bbe7c5e042c6d6e,,,24.50,5.0,1.0,701,4.87
129,ZANZEA Women Button Down Long Sleeve Vintage Printed Muslim Dress,https://shopee.com.my/ZANZEA-Women-Button-Down-Long-Sleeve-Vintage-Printed-Muslim-Dress-i.26973388.7442935866,7442935866,https://cf.shopee.com.my/file/16344e2b303f87c4fdaeae87184e3f7e,,,44.15,5.0,1.0,199,4.89
130,ZANZEA Women Buttons Down Back Crew Neck Loose Oversize Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-Down-Back-Crew-Neck-Loose-Oversize-Blouse-i.26973388.2402710820,2402710820,https://cf.shopee.com.my/file/ef9c0501414050dad723d987714b88b0,,,20.00,5.0,1.0,388,4.86
131,ZANZEA Women Long Sleeve Ruffled Casual Tiered Layered Muslim Long Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Ruffled-Casual-Tiered-Layered-Muslim-Long-Dress-i.26973388.5551942230,5551942230,https://cf.shopee.com.my/file/c83393e65f728dce3d912291b15ff93b,,,41.50,5.0,1.0,107,4.97
132,ZANZEA Women Long Sleeve Vintage Floral Printed Loose Muslim Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Vintage-Floral-Printed-Loose-Muslim-Maxi-Dress-i.26973388.5348092146,5348092146,https://cf.shopee.com.my/file/00d03aa6de65ea545777021b80c65032,,,36.50,5.0,1.0,137,4.93
133,ZANZEA Women Buttons Down Casual Corduroy Lapel Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-Down-Casual-Corduroy-Lapel-Plus-Size-Blouse-i.26973388.5212118819,5212118819,https://cf.shopee.com.my/file/815ebeba4abc67668fd2b508fd6d59b5,,,39.13,5.0,1.0,197,4.90
134,ZANZEA Women 3/4 Sleeve O Neck Lace Patchwork Casual Loose Blouse,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-O-Neck-Lace-Patchwork-Casual-Loose-Blouse-i.26973388.2596820403,2596820403,https://cf.shopee.com.my/file/9d3196383857e00a3499fd71690d7337,,,42.50,5.0,1.0,350,4.86
135,ZANZEA Women Casual Crochet Lace Hem Button Up Long Sleeve Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Crochet-Lace-Hem-Button-Up-Long-Sleeve-Blouse-i.26973388.5832700775,5832700775,https://cf.shopee.com.my/file/a4762290978c646b592b72eee30a6c7d,,,40.00,5.0,1.0,292,4.86
136,ZANZEA Women's Summer Chiffon Short Sleeve  Plus Size Cardigan,https://shopee.com.my/ZANZEA-Women's-Summer-Chiffon-Short-Sleeve-Plus-Size-Cardigan-i.26973388.409184700,409184700,https://cf.shopee.com.my/file/c56edc5f89309ed85d36f47c64d1fee3,,,21.50,5.0,1.0,698,4.72
137,ZANZEA Women Casual Half Sleeve Cotton Linen Vintage Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Half-Sleeve-Cotton-Linen-Vintage-Blouse-i.26973388.6835377147,6835377147,https://cf.shopee.com.my/file/db5f413631e4ac917743046f2e367055,,,34.00,5.0,1.0,145,4.92
138,ZANZEA Women Long Sleeve Buttons Vintage Printed Loose Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Buttons-Vintage-Printed-Loose-Blouse-i.26973388.4245429862,4245429862,https://cf.shopee.com.my/file/fba6fe92147b62ae0ce4cea3c36bc528,,,36.00,5.0,1.0,124,4.98
139,ZANZEA Women Long Sleeve Stand Collar Casual Plus size Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Stand-Collar-Casual-Plus-size-Blouse-i.26973388.1980109852,1980109852,https://cf.shopee.com.my/file/63109ed071fd7b2fe2f57e3f5e3e5063,,,29.50,5.0,1.0,378,4.91
140,ZANZEA Women Lace Patchwork Trim Button Up Top Cotton Blouse,https://shopee.com.my/ZANZEA-Women-Lace-Patchwork-Trim-Button-Up-Top-Cotton-Blouse-i.26973388.3314232867,3314232867,https://cf.shopee.com.my/file/fad5c5376d6b9847cebe9e376517c2e0,35.52,35.54,,5.0,1.0,157,4.90
141,Women Non-Convertible Straps Seamless Push Up Plus Size Bras,https://shopee.com.my/Women-Non-Convertible-Straps-Seamless-Push-Up-Plus-Size-Bras-i.26973388.4012788093,4012788093,https://cf.shopee.com.my/file/5fbcc5fb73dc7f8e4ca7eff830975fa6,,,13.64,5.0,1.0,256,4.88
142,ZANZEA Women Casual Short Sleeve Loose Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women-Casual-Short-Sleeve-Loose-Plus-Size-Maxi-Dress-i.26973388.2583721243,2583721243,https://cf.shopee.com.my/file/e033e09ccceeeb89bac88b34629df22a,,,35.00,5.0,1.0,266,4.90
143,ZANZEA Women High Neck Stretchy Puff Sleeve Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-High-Neck-Stretchy-Puff-Sleeve-Plus-Size-Blouse-i.26973388.4825770157,4825770157,https://cf.shopee.com.my/file/da3780d7b6664b5ea2363106cdbf823e,,,26.50,5.0,1.0,106,4.94
144,ZANZEA Women Casual Crew Neck Buttons Plus Size Muslim Dress,https://shopee.com.my/ZANZEA-Women-Casual-Crew-Neck-Buttons-Plus-Size-Muslim-Dress-i.26973388.3159579136,3159579136,https://cf.shopee.com.my/file/fa8cb30e3150087d07f7a5e967a861e9,,,35.90,5.0,1.0,110,4.94
145,ZANZEA Women Buttons Down Patchwork Asymmetrical Stripe Lapel Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-Down-Patchwork-Asymmetrical-Stripe-Lapel-Blouse-i.26973388.5114019230,5114019230,https://cf.shopee.com.my/file/c238754a32aeffc3799a7699949f7ccb,,,27.83,5.0,1.0,349,4.84
146,ZANZEA Women's Party Long Sleeve Solid Baggy Plus Size Blouse,https://shopee.com.my/ZANZEA-Women's-Party-Long-Sleeve-Solid-Baggy-Plus-Size-Blouse-i.26973388.839751679,839751679,https://cf.shopee.com.my/file/5c2235e53699e16f17061f64f6bb37ef,,,16.00,5.0,1.0,1073,4.78
147,ZANZEA Women Casual Long Sleeve Elastic Cuff Muslim Long Dress,https://shopee.com.my/ZANZEA-Women-Casual-Long-Sleeve-Elastic-Cuff-Muslim-Long-Dress-i.26973388.6442536398,6442536398,https://cf.shopee.com.my/file/a2ed5327499b47993b83aaa791024d2a,,,39.50,5.0,1.0,98,4.95
148,ZANZEA Women Long Sleeve Buttons Down Collared Stripe Long Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Buttons-Down-Collared-Stripe-Long-Dress-i.26973388.7033795830,7033795830,https://cf.shopee.com.my/file/ebb990d1c19d7c4724eb116958d5de4e,,,38.74,5.0,1.0,140,4.89
149,ZANZEA Women Casual Multi Colour Retro Printed Long Sleeve Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Multi-Colour-Retro-Printed-Long-Sleeve-Blouse-i.26973388.7747894445,7747894445,https://cf.shopee.com.my/file/578ebd1f568318cc633b77fa8b9e9ac8,,,36.00,5.0,1.0,99,4.96
150,ZANZEA Women Casual Side Pockets Long Sleeve Split Muslim Long Dress,https://shopee.com.my/ZANZEA-Women-Casual-Side-Pockets-Long-Sleeve-Split-Muslim-Long-Dress-i.26973388.3845008467,3845008467,https://cf.shopee.com.my/file/43e48a2008eb6dcf8c3c2b10a7b1f076,,,33.13,5.0,1.0,91,4.96
151,ZANZEA Women Casual A-Line Loose Flare Swing Plus Size Maxi Skirt,https://shopee.com.my/ZANZEA-Women-Casual-A-Line-Loose-Flare-Swing-Plus-Size-Maxi-Skirt-i.26973388.4741240917,4741240917,https://cf.shopee.com.my/file/8b56e2e79f7c9bef93fe65016deca9a4,,,32.00,5.0,1.0,86,4.95
152,ZANZEA Women Button Down Front Vintage Long Sleeve Muslim Dress,https://shopee.com.my/ZANZEA-Women-Button-Down-Front-Vintage-Long-Sleeve-Muslim-Dress-i.26973388.7945159761,7945159761,https://cf.shopee.com.my/file/78ee2f2f3f8903b42200852c70544a09,,,42.00,5.0,1.0,95,4.95
153,ZANZEA Womens Printed Casua Loose Wide Legged Belt Culottes Pants,https://shopee.com.my/ZANZEA-Womens-Printed-Casua-Loose-Wide-Legged-Belt-Culottes-Pants-i.26973388.2619473943,2619473943,https://cf.shopee.com.my/file/9bf16b8e11d6683c6c71fe0403a6a13d,,,30.00,5.0,1.0,346,4.92
154,ZANZEA Women Long Sleeve Printed Baggy Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Printed-Baggy-Plus-Size-Maxi-Dress-i.26973388.5703420712,5703420712,https://cf.shopee.com.my/file/706b70ffac53e037d1cd47ce7084f729,,,34.96,5.0,1.0,217,4.89
155,ZANZEA Women's Fashion Ethnic Kimono Beach Party Loose Mini Dress Plus Size,https://shopee.com.my/ZANZEA-Women's-Fashion-Ethnic-Kimono-Beach-Party-Loose-Mini-Dress-Plus-Size-i.26973388.339919765,339919765,https://cf.shopee.com.my/file/3edc6f29fd8a52da96e210ed9a23f3b3,,,24.50,5.0,1.0,423,4.85
156,ZANZEA Women Summer Casual Flare Sleeve Elastic Cuffs Blouse,https://shopee.com.my/ZANZEA-Women-Summer-Casual-Flare-Sleeve-Elastic-Cuffs-Blouse-i.26973388.2422988086,2422988086,https://cf.shopee.com.my/file/d647324874e9fd258a34ac3c6cab468a,,,33.00,5.0,1.0,410,4.90
157,ZANZEA Women 3/4 Sleeve O Neck Casual Loose Printed Blouse,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-O-Neck-Casual-Loose-Printed-Blouse-i.26973388.2763361213,2763361213,https://cf.shopee.com.my/file/c5f4eab390939f054e9b4820b2285af3,,,23.50,5.0,1.0,568,4.85
158,ZANZEA Women Long Sleevel V-Neck Printed Button Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleevel-V-Neck-Printed-Button-Plus-Size-Blouse-i.26973388.2336827120,2336827120,https://cf.shopee.com.my/file/90de3a9cb5dad358b688febb24a51db1,,,27.00,5.0,1.0,639,4.79
159,ZANZEA Women Elastic Waist Wide Legged Cropped Casual Straght Pants,https://shopee.com.my/ZANZEA-Women-Elastic-Waist-Wide-Legged-Cropped-Casual-Straght-Pants-i.26973388.2846868696,2846868696,https://cf.shopee.com.my/file/028a8708eed747e18171fd85c6481a55,,,26.50,5.0,1.0,650,4.78
160,ZANZEA Women Long Sleeve Buttons Down Tie Asymmetrical Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Buttons-Down-Tie-Asymmetrical-Blouse-i.26973388.6014020665,6014020665,https://cf.shopee.com.my/file/ad49352e3252e161f67e10e3a89b4407,,,33.48,5.0,1.0,143,4.90
161,ZANZEA Women's Fashion Long Sleeve Asymmetric Hem Solid Long Tops,https://shopee.com.my/ZANZEA-Women's-Fashion-Long-Sleeve-Asymmetric-Hem-Solid-Long-Tops-i.26973388.683093698,683093698,https://cf.shopee.com.my/file/c6c4b5fa8d6744c871c732d6dcb36a67,,,34.50,5.0,1.0,377,4.83
162,ZANZEA Women O-neck Long Sleeve Frilled Plain High Low Muslim Midi Dress,https://shopee.com.my/ZANZEA-Women-O-neck-Long-Sleeve-Frilled-Plain-High-Low-Muslim-Midi-Dress-i.26973388.7047260353,7047260353,https://cf.shopee.com.my/file/dae9985cb04ea4563d9c34acc5fa457e,,,33.50,5.0,1.0,129,4.89
163,ZANZEA Women Vintage Long Sleeve Stripe Patchwork Casual Dress,https://shopee.com.my/ZANZEA-Women-Vintage-Long-Sleeve-Stripe-Patchwork-Casual-Dress-i.26973388.7427672402,7427672402,https://cf.shopee.com.my/file/01ef4554653b58cc7c8559cd2eaab98c,,,29.58,5.0,1.0,107,4.91
164,ZANZEA Women Print Long Sleeve Casual Loose Oversized Blouse,https://shopee.com.my/ZANZEA-Women-Print-Long-Sleeve-Casual-Loose-Oversized-Blouse-i.26973388.2277184177,2277184177,https://cf.shopee.com.my/file/23c5e2744a4571a77da451433692f4e3,,,24.00,5.0,1.0,626,4.86
165,ZANZEA Women Muslim Long Sleeve Button Down Irregular Hem Long Dress,https://shopee.com.my/ZANZEA-Women-Muslim-Long-Sleeve-Button-Down-Irregular-Hem-Long-Dress-i.26973388.4442376003,4442376003,https://cf.shopee.com.my/file/819410be44e95a8778877152a1b6f8e8,,,39.00,5.0,1.0,85,4.96
